Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
1.8,org.apache.batik.anim.dom,AbstractSVGLengthList,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: direction; SVG_LENGTH_LIST_SEPARATOR; parentList; listHandler; currentValue; currentType
1.8,org.apache.batik.anim.dom,AbstractSVGLengthList,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 24 public methods
1.8,org.apache.batik.anim.dom,SVGLengthItem,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractSVGLength
1.8,org.apache.batik.anim.dom,AnimatedAttributeListener,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: AnimatedLiveAttributeValue; AnimatedAttributeListener
1.8,org.apache.batik.anim.dom,AnimationTarget,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: AnimationTargetListener; AnimationTarget; AnimatableValue
1.8,org.apache.batik.anim.dom,BindableElement,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SVGGraphicsElement
1.8,org.apache.batik.anim.dom,SAXSVGDocumentFactory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LOCK; KEY_PUBLIC_IDS; KEY_SKIPPABLE_PUBLIC_IDS; KEY_SKIP_DTD; KEY_SYSTEM_ID; DTDIDS; HTTP_CHARSET; dtdids; skippable_dtdids; skip_dtd; dtdProps
1.8,org.apache.batik.anim.dom,SVG12DOMImplementation,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 49 public methods
1.8,org.apache.batik.anim.dom,FlowDivElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FlowLineElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FlowParaElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FlowRegionBreakElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FlowRegionElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FlowRegionExcludeElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FlowRootElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FlowSpanElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,HandlerElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,MultiImageElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,SolidColorElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,SubImageElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,SubImageRefElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,XBLXBLElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,XBLDefinitionElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,XBLTemplateElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,XBLContentElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,XBLHandlerGroupElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,XBLImportElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,XBLShadowTreeElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,SVGDescriptiveElement,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SVGStylableElement
1.8,org.apache.batik.anim.dom,SVGDOMImplementation,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SVG_NAMESPACE_URI; RESOURCES; factories; svg11Factories; DOM_IMPLEMENTATION
1.8,org.apache.batik.anim.dom,SVGDOMImplementation,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SVGDOMImplementation; SVGOMDocument; SVGStyleSheetProcessingInstruction; SVGOMAElement; SVGURIReferenceGraphicsElement; SVGGraphicsElement; SVGStylableElement; OverrideStyleDeclaration; StyleDeclaration; PresentationAttributePaintValue; PresentationAttributeColorValue; PresentationAttributeValue; SVGOMElement; SVGLocatableSupport; SVGOMCircleElement; SVGOMClipPathElement; SVGOMCursorElement; SVGOMURIReferenceElement; SVGOMEllipseElement; SVGOMFEBlendElement; SVGOMFilterPrimitiveStandardAttributes; SVGOMFEColorMatrixElement; SVGOMFEComponentTransferElement; SVGOMFECompositeElement; SVGOMFEConvolveMatrixElement; SVGOMFEDiffuseLightingElement; SVGOMFEDisplacementMapElement; SVGOMFEDistantLightElement; SVGOMFEFloodElement; SVGOMFEGaussianBlurElement; SVGOMFEImageElement; SVGOMFEMergeNodeElement; SVGOMFEMorphologyElement; SVGOMFEOffsetElement; SVGOMFEPointLightElement; SVGOMFESpecularLightingElement; SVGOMFESpotLightElement; SVGOMFETileElement; SVGOMFETurbulenceElement; SVGOMFilterElement; SVGOMFontElement; SVGOMForeignObjectElement; SVGOMImageElement; SVGOMLineElement; SVGOMLinearGradientElement; SVGOMGradientElement; SVGOMMarkerElement; SVGOMMaskElement; SVGOMMPathElement; SVGOMPathElement; SVGPathSupport; SVGOMPatternElement; SVGOMRadialGradientElement; SVGOMRectElement; SVGOMScriptElement; SVGOMStopElement; SVGOMStyleElement; SVGOMSVGElement; SVGOMSymbolElement; SVGOMTextElement; SVGOMTextPositioningElement; SVGOMTextContentElement; SVGTextContentSupport; SVGTextPoint; SVGOMTextPathElement; SVGOMUseElement; SVGOMViewElement
1.8,org.apache.batik.anim.dom,SVGDOMImplementation,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 175 public methods
1.8,org.apache.batik.anim.dom,SVGDOMImplementation,Hub-like Modularization,The tool detected the smell in this class because this class has high number of incoming as well as outgoing dependencies. Incoming dependecies: SAXSVGDocumentFactory; SVGOMDocument; SVGOMElement; XMLInputHandler; BridgeContext; DOM3Test; ImportNodeTest; BatikDomExtension; FlowTextElementFactory; FlowDivElementFactory; FlowParaElementFactory; FlowRegionBreakElementFactory; FlowRegionElementFactory; FlowLineElementFactory; FlowSpanElementFactory; Bug21259; DoubleStringPerformanceTest; GeneratorContext; JPainterCompare; ShowGraphics2DOutput; JSVGComponent; BridgeUserAgent; SVGAbstractTranscoder; ToSVGAbstractTranscoder; TranscoderInputTest; TestTranscoder; BackgroundColorTest; DOMTest. Outgoing dependencies: HashTable; AbstractStylableDocument; CSSContext; ExtendedParser; ValueManager; ShorthandManager; ParsedURL; CSSEngine; SVGOMDocument; Node; AbstractDocument; ElementFactory; DocumentEventSupport; SVGOMAElement; SVGOMAltGlyphElement; SVGOMAltGlyphDefElement; SVGOMAltGlyphItemElement; SVGOMAnimateElement; SVGOMAnimateColorElement; SVGOMAnimateMotionElement; SVGOMAnimateTransformElement; SVGOMCircleElement; SVGOMClipPathElement; SVGOMColorProfileElement; SVGOMCursorElement; SVGOMDefinitionSrcElement; SVGOMDefsElement; SVGOMDescElement; SVGOMEllipseElement; SVGOMFEBlendElement; SVGOMFEColorMatrixElement; SVGOMFEComponentTransferElement; SVGOMFECompositeElement; SVGOMFEConvolveMatrixElement; SVGOMFEDiffuseLightingElement; SVGOMFEDisplacementMapElement; SVGOMFEDistantLightElement; SVGOMFEFloodElement; SVGOMFEFuncAElement; SVGOMFEFuncRElement; SVGOMFEFuncGElement; SVGOMFEFuncBElement; SVGOMFEGaussianBlurElement; SVGOMFEImageElement; SVGOMFEMergeElement; SVGOMFEMergeNodeElement; SVGOMFEMorphologyElement; SVGOMFEOffsetElement; SVGOMFEPointLightElement; SVGOMFESpecularLightingElement; SVGOMFESpotLightElement; SVGOMFETileElement; SVGOMFETurbulenceElement; SVGOMFilterElement; SVGOMFontElement; SVGOMFontFaceElement; SVGOMFontFaceFormatElement; SVGOMFontFaceNameElement; SVGOMFontFaceSrcElement; SVGOMFontFaceUriElement; SVGOMForeignObjectElement; SVGOMGElement; SVGOMGlyphElement; SVGOMGlyphRefElement; SVGOMHKernElement; SVGOMImageElement; SVGOMLineElement; SVGOMLinearGradientElement; SVGOMMarkerElement; SVGOMMaskElement; SVGOMMetadataElement; SVGOMMissingGlyphElement; SVGOMMPathElement; SVGOMPathElement; SVGOMPatternElement; SVGOMPolygonElement; SVGOMPolylineElement; SVGOMRadialGradientElement; SVGOMRectElement; SVGOMScriptElement; SVGOMSetElement; SVGOMStopElement; SVGOMStyleElement; SVGOMSVGElement; SVGOMSwitchElement; SVGOMSymbolElement; SVGOMTextElement; SVGOMTextPathElement; SVGOMTitleElement; SVGOMTRefElement; SVGOMTSpanElement; SVGOMUseElement; SVGOMViewElement; SVGOMVKernElement; SVGConstants; DOMUtilities
1.8,org.apache.batik.anim.dom,AElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,AltGlyphElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,AltGlyphDefElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,AltGlyphItemElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,AnimateElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,AnimateColorElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,AnimateMotionElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,AnimateTransformElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,CircleElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,ClipPathElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,ColorProfileElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,CursorElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,DefinitionSrcElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,DefsElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,DescElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,EllipseElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeBlendElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeColorMatrixElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeComponentTransferElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeCompositeElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeConvolveMatrixElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeDiffuseLightingElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeDisplacementMapElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeDistantLightElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeFloodElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeFuncAElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeFuncRElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeFuncGElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeFuncBElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeGaussianBlurElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeImageElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeMergeElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeMergeNodeElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeMorphologyElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeOffsetElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FePointLightElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeSpecularLightingElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeSpotLightElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeTileElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FeTurbulenceElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FilterElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FontElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FontFaceElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FontFaceFormatElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FontFaceNameElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FontFaceSrcElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.8,org.apache.batik.anim.dom,FontFaceUriElementFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
