Project Name,Package Name,Architecture Smell,Cause of the Smell
1.5.1,org.apache.batik.css.engine.value,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 39
1.5.1,org.apache.batik.css.engine.value,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.css.engine
1.5.1,org.apache.batik.css.engine.value,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AbstractColorManager; FloatValue; IdentifierManager; LengthManager; Messages; RectManager; RectValue; RGBColorValue; StringMap; Entry; Value; ValueConstants; ValueManager; PropertyManagerTest; LightingColorManager; StrokeManager; AbstractValue; InheritValue; ListValue; StringValue; URIValue; AbstractValueFactory; AbstractValueManager; ComputedValue]; [ShorthandManager; PropertyHandler]; [FillManager]; [FillOpacityManager]; [FloodColorManager]; [FloodOpacityManager]; [LetterSpacingManager]; [MarkerEndManager]; [MarkerMidManager]; [MarkerStartManager]; [DefaultOpacityManager]; [StopColorManager]; [StopOpacityManager]; [StrokeOpacityManager]; [WordSpacingManager]. LCC (Lack of Component Cohesion) = 0.38
1.5.1,org.apache.batik.css.engine.value.css2,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ClipManager]; [CursorManager]; [DirectionManager]; [DisplayManager]; [FontFamilyManager]; [FontSizeAdjustManager]; [FontSizeManager]; [FontStretchManager]; [FontStyleManager]; [FontVariantManager]; [FontWeightManager]; [OverflowManager]; [SrcManager]; [TextDecorationManager]; [UnicodeBidiManager]; [VisibilityManager]. LCC (Lack of Component Cohesion) = 1.0
1.5.1,org.apache.batik.css.engine.value.svg,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 39
1.5.1,org.apache.batik.css.parser,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 40
1.5.1,org.apache.batik.dom,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 51
1.5.1,org.apache.batik.dom,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.batik.dom; org.apache.batik.dom.traversal
1.5.1,org.apache.batik.dom,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.dom.traversal; org.apache.batik.dom.svg
1.5.1,org.apache.batik.dom.svg,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 271
1.5.1,org.apache.batik.dom.svg,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.css.parser; org.apache.batik.css.dom
1.5.1,org.apache.batik.dom.util,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.xml
1.5.1,org.apache.batik.ext.awt,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.ext.awt.image
1.5.1,org.apache.batik.ext.awt,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AreaOfInterestHintKey]; [BufferedImageHintKey]; [ColorSpaceHintKey]; [LinearGradientPaint; LinearGradientPaintContext; MultipleGradientPaint; ColorSpaceEnum; CycleMethodEnum; MultipleGradientPaintContext; RadialGradientPaint; RadialGradientPaintContext]; [RenderingHintsKeyExt]; [TranscodingHintKey]. LCC (Lack of Component Cohesion) = 0.46
1.5.1,org.apache.batik.ext.awt.geom,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ExtendedGeneralPath; EPI; ExtendedPathIterator; ExtendedShape; ShapeExtender; EPIWrap]; [PathLength; PathSegment]; [RectListManager; RLMIterator; RectListManagerTest; Checker; Messages]; [RectXComparator]. LCC (Lack of Component Cohesion) = 0.29
1.5.1,org.apache.batik.ext.awt.image,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 45
1.5.1,org.apache.batik.ext.awt.image,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.batik.ext.awt.image.rendered; org.apache.batik.ext.awt.image
1.5.1,org.apache.batik.ext.awt.image,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.ext.awt.image.rendered; org.apache.batik.ext.awt.image.renderable
1.5.1,org.apache.batik.ext.awt.image.codec,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 32
1.5.1,org.apache.batik.ext.awt.image.renderable,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 45
1.5.1,org.apache.batik.ext.awt.image.renderable,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.ext.awt.image.rendered
1.5.1,org.apache.batik.ext.awt.image.rendered,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 48
1.5.1,org.apache.batik.ext.awt.image.spi,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.ext.awt.image.codec.tiff
1.5.1,org.apache.batik.extension.svg,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 40
1.5.1,org.apache.batik.gvt,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 31
1.5.1,org.apache.batik.gvt,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.batik.gvt.renderer; org.apache.batik.gvt
1.5.1,org.apache.batik.gvt,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.ext.awt.image.renderable; org.apache.batik.gvt.filter; org.apache.batik.ext.awt.geom; org.apache.batik.gvt.text; org.apache.batik.gvt.renderer; org.apache.batik.swing
1.5.1,org.apache.batik.gvt.event,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.gvt
1.5.1,org.apache.batik.gvt.filter,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BackgroundRable8Bit]; [ConcreteGraphicsNodeRableFactory; GraphicsNodeRableFactory]; [GraphicsNodeRable; GraphicsNodeRable8Bit; GraphicsNodeRed8Bit]; [Mask; MaskRable8Bit]. LCC (Lack of Component Cohesion) = 0.5
1.5.1,org.apache.batik.gvt.font,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.gvt.text
1.5.1,org.apache.batik.gvt.renderer,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BasicTextPainter; ConcreteTextPainter; StrokingTextPainter; TextChunk; TextRun]; [BasicMark]; [ConcreteImageRendererFactory; DynamicRenderer; ImageRendererFactory; RendererFactory; StaticRenderer; ImageRenderer; Renderer]. LCC (Lack of Component Cohesion) = 0.23
