Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
2.1.0,org.apache.sshd.client.auth.hostbased,UserAuthHostBased,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NAME; keys; clientHostKeys; factories; clientUsername; clientHostname
2.1.0,org.apache.sshd.client.auth.hostbased,UserAuthHostBased,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: UserAuthHostBased; UserAuthHostBasedFactory
2.1.0,org.apache.sshd.client.auth.hostbased,UserAuthHostBasedFactory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NAME; INSTANCE; factories; clientHostKeys; clientUsername; clientHostname
2.1.0,org.apache.sshd.client.auth.password,UserAuthPassword,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NAME; passwords; current
2.1.0,org.apache.sshd.client.auth.password,UserAuthPassword,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: UserAuthPassword; UserAuthPasswordFactory
2.1.0,org.apache.sshd.client.auth.password,UserAuthPasswordFactory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NAME; INSTANCE
2.1.0,org.apache.sshd.client.auth.pubkey,SessionKeyPairIterator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2.1.0,org.apache.sshd.client.auth.pubkey,SessionKeyPairIterator,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractKeyPairIterator
2.1.0,org.apache.sshd.client.auth.pubkey,SshAgentPublicKeyIterator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2.1.0,org.apache.sshd.client.auth.pubkey,SshAgentPublicKeyIterator,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractKeyPairIterator
2.1.0,org.apache.sshd.client.auth.pubkey,UserAuthPublicKey,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NAME; keys; current; factories
2.1.0,org.apache.sshd.client.auth.pubkey,UserAuthPublicKey,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: UserAuthPublicKey; UserAuthPublicKeyFactory
2.1.0,org.apache.sshd.client.auth.pubkey,UserAuthPublicKeyFactory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NAME; INSTANCE; factories
2.1.0,org.apache.sshd.client.auth.pubkey,UserAuthPublicKeyIterator,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractKeyPairIterator
2.1.0,org.apache.sshd.client.config.hosts,DefaultConfigFileHostEntryResolver,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE; strict
2.1.0,org.apache.sshd.client.config.hosts,DefaultConfigFileHostEntryResolver,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ConfigFileHostEntryResolver
2.1.0,org.apache.sshd.client.config.hosts,HostConfigEntry,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: STD_CONFIG_FILENAME; HOST_CONFIG_PROP; HOST_NAME_CONFIG_PROP; PORT_CONFIG_PROP; USER_CONFIG_PROP; IDENTITY_FILE_CONFIG_PROP; EXCLUSIVE_IDENTITIES_CONFIG_PROP; DEFAULT_EXCLUSIVE_IDENTITIES; EXPLICIT_PROPERTIES; MULTI_VALUE_SEPARATORS; HOME_TILDE_CHAR; PATH_MACRO_CHAR; LOCAL_HOME_MACRO; LOCAL_USER_MACRO; LOCAL_HOST_MACRO; REMOTE_HOST_MACRO; REMOTE_USER_MACRO; REMOTE_PORT_MACRO; CONFIG_FILE; host; hostName; port; username; exclusiveIdentites; identities; properties
2.1.0,org.apache.sshd.client.config.hosts,HostConfigEntry,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): HostPatternsHolder
2.1.0,org.apache.sshd.client.config.hosts,HostConfigEntry,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 66 public methods
2.1.0,org.apache.sshd.client.config.hosts,HostPatternsHolder,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: WILDCARD_PATTERN; ALL_HOSTS_PATTERN; SINGLE_CHAR_PATTERN; NEGATION_CHAR_PATTERN; PATTERN_CHARS; PORT_VALUE_DELIMITER; NON_STANDARD_PORT_PATTERN_ENCLOSURE_START_DELIM; NON_STANDARD_PORT_PATTERN_ENCLOSURE_END_DELIM; patterns
2.1.0,org.apache.sshd.client.config.hosts,HostPatternsHolder,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: HostConfigEntry
2.1.0,org.apache.sshd.client.config.hosts,HostPatternsHolder,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HostPatternsHolder; HostPatternValue
2.1.0,org.apache.sshd.client.config.hosts,KnownHostEntry,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MARKER_INDICATOR; STD_HOSTS_FILENAME; HOSTS_FILE; line; marker; keyEntry; hashedEntry
2.1.0,org.apache.sshd.client.config.hosts,KnownHostEntry,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
2.1.0,org.apache.sshd.client.config.hosts,LazyDefaultConfigFileHolder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2.1.0,org.apache.sshd.client.config.hosts,KnownHostHashValue,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: HASHED_HOST_DELIMITER; DEFAULT_DIGEST; digester; saltValue; digestValue
2.1.0,org.apache.sshd.client.config.hosts,KnownHostHashValueTest,Feature Envy,The tool detected a instance of this smell because testCalculateHashValue is more interested in members of the type: KnownHostHashValue
2.1.0,org.apache.sshd.client.config.hosts,HostConfigEntryResolverTest,Feature Envy,The tool detected a instance of this smell because testEffectiveHostConfigResolution is more interested in members of the type: SshClient
2.1.0,org.apache.sshd.client.config.hosts,HostConfigEntryResolverTest,Feature Envy,The tool detected a instance of this smell because testNegatedHostEntriesResolution is more interested in members of the type: SshClient
2.1.0,org.apache.sshd.client.config.keys,ClientIdentity,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ID_FILE_PREFIX; ID_FILE_SUFFIX; ID_GENERATOR
2.1.0,org.apache.sshd.common,PropertyResolver,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: PropertyResolverUtils; PropertyResolver
2.1.0,org.apache.sshd.common,PropertyResolverUtils,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 45 public methods
2.1.0,org.apache.sshd.common,RuntimeSshException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2.1.0,org.apache.sshd.common,SshConstants,Multifaceted Abstraction,The tool detected the smell in this class because the cohesion among the methods of this class is low. LCOM of this class is: 0.9
2.1.0,org.apache.sshd.common,SshConstants,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SSH_MSG_DISCONNECT; SSH_MSG_IGNORE; SSH_MSG_UNIMPLEMENTED; SSH_MSG_DEBUG; SSH_MSG_SERVICE_REQUEST; SSH_MSG_SERVICE_ACCEPT; SSH_MSG_KEXINIT; MSG_KEX_COOKIE_SIZE; SSH_MSG_NEWKEYS; SSH_MSG_KEX_FIRST; SSH_MSG_KEX_LAST; SSH_MSG_KEXDH_INIT; SSH_MSG_KEXDH_REPLY; SSH_MSG_KEX_DH_GEX_REQUEST_OLD; SSH_MSG_KEX_DH_GEX_GROUP; SSH_MSG_KEX_DH_GEX_INIT; SSH_MSG_KEX_DH_GEX_REPLY; SSH_MSG_KEX_DH_GEX_REQUEST; SSH_MSG_USERAUTH_REQUEST; SSH_MSG_USERAUTH_FAILURE; SSH_MSG_USERAUTH_SUCCESS; SSH_MSG_USERAUTH_BANNER; SSH_MSG_USERAUTH_INFO_REQUEST; SSH_MSG_USERAUTH_INFO_RESPONSE; SSH_MSG_USERAUTH_PK_OK; SSH_MSG_USERAUTH_PASSWD_CHANGEREQ; SSH_MSG_USERAUTH_GSSAPI_MIC; SSH_MSG_GLOBAL_REQUEST; SSH_MSG_REQUEST_SUCCESS; SSH_MSG_REQUEST_FAILURE; SSH_MSG_CHANNEL_OPEN; SSH_MSG_CHANNEL_OPEN_CONFIRMATION; SSH_MSG_CHANNEL_OPEN_FAILURE; SSH_MSG_CHANNEL_WINDOW_ADJUST; SSH_MSG_CHANNEL_DATA; SSH_MSG_CHANNEL_EXTENDED_DATA; SSH_MSG_CHANNEL_EOF; SSH_MSG_CHANNEL_CLOSE; SSH_MSG_CHANNEL_REQUEST; SSH_MSG_CHANNEL_SUCCESS; SSH_MSG_CHANNEL_FAILURE; SSH2_DISCONNECT_HOST_NOT_ALLOWED_TO_CONNECT; SSH2_DISCONNECT_PROTOCOL_ERROR; SSH2_DISCONNECT_KEY_EXCHANGE_FAILED; SSH2_DISCONNECT_HOST_AUTHENTICATION_FAILED; SSH2_DISCONNECT_RESERVED; SSH2_DISCONNECT_MAC_ERROR; SSH2_DISCONNECT_COMPRESSION_ERROR; SSH2_DISCONNECT_SERVICE_NOT_AVAILABLE; SSH2_DISCONNECT_PROTOCOL_VERSION_NOT_SUPPORTED; SSH2_DISCONNECT_HOST_KEY_NOT_VERIFIABLE; SSH2_DISCONNECT_CONNECTION_LOST; SSH2_DISCONNECT_BY_APPLICATION; SSH2_DISCONNECT_TOO_MANY_CONNECTIONS; SSH2_DISCONNECT_AUTH_CANCELLED_BY_USER; SSH2_DISCONNECT_NO_MORE_AUTH_METHODS_AVAILABLE; SSH2_DISCONNECT_ILLEGAL_USER_NAME; SSH_OPEN_ADMINISTRATIVELY_PROHIBITED; SSH_OPEN_CONNECT_FAILED; SSH_OPEN_UNKNOWN_CHANNEL_TYPE; SSH_OPEN_RESOURCE_SHORTAGE; SSH_EXTENDED_DATA_STDERR; SSH_PACKET_HEADER_LEN; AMBIGUOUS_OPCODES; MESSAGES_MAP; REASONS_MAP; OPEN_CODES_MAP
2.1.0,org.apache.sshd.common,SshException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2.1.0,org.apache.sshd.common,SyspropsMapWrapper,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SYSPROPS_MAPPED_PREFIX; RAW_PROPS_RESOLVER; INSTANCE; SYSPROPS_RESOLVER
2.1.0,org.apache.sshd.common,BaseBuilder,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_FILE_SYSTEM_FACTORY; DEFAULT_FORWARDING_FILTER; DEFAULT_FORWARDER_FACTORY; DEFAULT_CIPHERS_PREFERENCE; DEFAULT_KEX_PREFERENCE; DEFAULT_MAC_PREFERENCE; DEFAULT_SIGNATURE_PREFERENCE; DEFAULT_UNKNOWN_CHANNEL_REFERENCE_HANDLER; factory; keyExchangeFactories; cipherFactories; compressionFactories; macFactories; signatureFactories; randomFactory; channelFactories; fileSystemFactory; forwarderFactory; globalRequestHandlers; forwardingFilter; channelStreamPacketWriterResolver; unknownChannelReferenceHandler
2.1.0,org.apache.sshd.common,BaseBuilder,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods
2.1.0,org.apache.sshd.common,FactoryManagerHolder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2.1.0,org.apache.sshd.common.auth,MutableUserHolder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2.1.0,org.apache.sshd.common.auth,AbstractUserAuthMethodFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2.1.0,org.apache.sshd.common.auth,AbstractUserAuthMethodFactory,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAuthMethodFactory
2.1.0,org.apache.sshd.common.auth,AbstractUserAuthServiceFactory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_NAME; name
2.1.0,org.apache.sshd.common.auth,UserAuthInstance,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2.1.0,org.apache.sshd.common.auth,AuthenticationTest,Feature Envy,The tool detected a instance of this smell because testPublicKeyAuthDifferentThanKex is more interested in members of the type: SshServer
2.1.0,org.apache.sshd.common.auth,AuthenticationTest,Feature Envy,The tool detected a instance of this smell because testHostBasedAuthentication is more interested in members of the type: SshServer
2.1.0,org.apache.sshd.common.auth,AuthenticationTest,Feature Envy,The tool detected a instance of this smell because testRuntimeErrorsInAuthenticators is more interested in members of the type: SshServer
2.1.0,org.apache.sshd.common.auth,AuthenticationTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 41 public methods
2.1.0,org.apache.sshd.common.cipher,BaseRC4Cipher,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2.1.0,org.apache.sshd.common.cipher,BaseRC4Cipher,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SKIP_SIZE
2.1.0,org.apache.sshd.common.cipher,ParseResult,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: EMPTY
2.1.0,org.apache.sshd.common.cipher,Constants,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2.1.0,org.apache.sshd.common.cipher,Constants,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NONE; NONE_CIPHER_PATTERN; AES128_CBC; AES128_CTR; AES192_CBC; AES192_CTR; AES256_CBC; AES256_CTR; ARCFOUR128; ARCFOUR256; BLOWFISH_CBC; TRIPLE_DES_CBC
2.1.0,org.apache.sshd.common.cipher,CipherNone,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2.1.0,org.apache.sshd.common.cipher,Constants,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2.1.0,org.apache.sshd.common.cipher,Constants,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ECDSA_SHA2_PREFIX; NISTP256; NISTP384; NISTP521
2.1.0,org.apache.sshd.common.cipher,AES192CTRTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseCipherTest
2.1.0,org.apache.sshd.common.cipher,AES256CBCTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseCipherTest
2.1.0,org.apache.sshd.common.cipher,ARCFOUR128Test,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseCipherTest
2.1.0,org.apache.sshd.common.cipher,ARCFOUR256Test,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseCipherTest
2.1.0,org.apache.sshd.common.compression,BaseCompression,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Compression
2.1.0,org.apache.sshd.common.compression,ParseResult,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: EMPTY
2.1.0,org.apache.sshd.common.compression,Constants,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2.1.0,org.apache.sshd.common.compression,Constants,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NONE; ZLIB; DELAYED_ZLIB
2.1.0,org.apache.sshd.common.compression,CompressionDelayedZlib,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2.1.0,org.apache.sshd.common.compression,CompressionNone,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2.1.0,org.apache.sshd.common.compression,CompressionZlib,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseCompression
2.1.0,org.apache.sshd.common.compression,DeflatingInputStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2.1.0,org.apache.sshd.common.config,ConfigFileReaderSupport,Multifaceted Abstraction,The tool detected the smell in this class because the cohesion among the methods of this class is low. LCOM of this class is: 1.0
2.1.0,org.apache.sshd.common.config,ConfigFileReaderSupport,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: COMMENT_CHAR; COMPRESSION_PROP; DEFAULT_COMPRESSION; MAX_SESSIONS_CONFIG_PROP; DEFAULT_MAX_SESSIONS; PASSWORD_AUTH_CONFIG_PROP; DEFAULT_PASSWORD_AUTH; DEFAULT_PASSWORD_AUTH_VALUE; LISTEN_ADDRESS_CONFIG_PROP; DEFAULT_BIND_ADDRESS; PORT_CONFIG_PROP; DEFAULT_PORT; KEEP_ALIVE_CONFIG_PROP; DEFAULT_KEEP_ALIVE; USE_DNS_CONFIG_PROP; DEFAULT_USE_DNS; PUBKEY_AUTH_CONFIG_PROP; DEFAULT_PUBKEY_AUTH; DEFAULT_PUBKEY_AUTH_VALUE; AUTH_KEYS_FILE_CONFIG_PROP; MAX_AUTH_TRIES_CONFIG_PROP; DEFAULT_MAX_AUTH_TRIES; MAX_STARTUPS_CONFIG_PROP; DEFAULT_MAX_STARTUPS; LOGIN_GRACE_TIME_CONFIG_PROP; DEFAULT_LOGIN_GRACE_TIME; KEY_REGENERATE_INTERVAL_CONFIG_PROP; DEFAULT_REKEY_TIME_LIMIT; CIPHERS_CONFIG_PROP; DEFAULT_CIPHERS; MACS_CONFIG_PROP; DEFAULT_MACS; KEX_ALGORITHMS_CONFIG_PROP; DEFAULT_KEX_ALGORITHMS; HOST_KEY_ALGORITHMS_CONFIG_PROP; DEFAULT_HOST_KEY_ALGORITHMS; LOG_LEVEL_CONFIG_PROP; DEFAULT_LOG_LEVEL; SYSLOG_FACILITY_CONFIG_PROP; DEFAULT_SYSLOG_FACILITY; SUBSYSTEM_CONFIG_PROP
2.1.0,org.apache.sshd.common.config,FactoriesListParseResult,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ListParseResult
2.1.0,org.apache.sshd.common.config,NamedFactoriesListParseResult,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2.1.0,org.apache.sshd.common.config,NamedFactoriesListParseResult,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): FactoriesListParseResult
2.1.0,org.apache.sshd.common.config,NamedResourceListParseResult,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2.1.0,org.apache.sshd.common.config,SshConfigFileReaderTest,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 41 methods
2.1.0,org.apache.sshd.common.config.keys,AuthorizedKeyEntry,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: BOOLEAN_OPTION_NEGATION_INDICATOR; serialVersionUID; comment; loginOptions
2.1.0,org.apache.sshd.common.config.keys,AuthorizedKeyEntry,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods
2.1.0,org.apache.sshd.common.config.keys,Constants,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
