Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,Magic Number,The method contains a magic number: 2
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,Magic Number,The method contains a magic number: 2
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,Missing default,The following switch statement is missing a default case: switch (ch) {
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,removeRecursive,Long Parameter List,The method has 5 parameters. 
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,Magic Number,The method contains a magic number: 2
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,createDirectories,Long Statement,The length of the statement "ValidateUtils.checkTrue(status == SftpConstants.SSH_FX_NO_SUCH_FILE`"Failed to get status of %s: %s"`remotePath`e.getMessage());" is 128.
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,transferFile,Long Parameter List,The method has 6 parameters. 
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,transferFile,Long Statement,The length of the statement "try (InputStream input=upload ? Files.newInputStream(localPath) : sftp.read(remotePath);OutputStream output=upload ? sftp.write(remotePath) : Files.newOutputStream(localPath)){" is 176.
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,transferFile,Long Statement,The length of the statement "stdout.append('\t').append("Copied ").append(upload ? localPath.toString() : remotePath).append(" to ").println(upload ? remotePath : localPath.toString());" is 156.
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,transferRemoteDir,Long Parameter List,The method has 6 parameters. 
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,transferLocalDir,Long Parameter List,The method has 5 parameters. 
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,Complex Method,Cyclomatic complexity of the method is 9
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,Magic Number,The method contains a magic number: 3
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,Magic Number,The method contains a magic number: 2
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,Missing default,The following switch statement is missing a default case: switch (ch) {
2.1.0,org.apache.sshd.cli.client,ClientCommandExecutor,executeCommand,Long Statement,The length of the statement "appendInfoValue(stdout`IoServiceFactory.class.getSimpleName()`manager.getIoServiceFactory().getClass().getSimpleName()).println();" is 130.
2.1.0,org.apache.sshd.cli.client,ClientCommandExecutor,executeCommand,Long Statement,The length of the statement "appendInfoValue(stdout`CipherFactory.class.getSimpleName()`NamedResource.getNames(manager.getCipherFactories())).println();" is 123.
2.1.0,org.apache.sshd.cli.client,ClientCommandExecutor,executeCommand,Long Statement,The length of the statement "appendInfoValue(stdout`KeyExchange.class.getSimpleName()`NamedResource.getNames(manager.getKeyExchangeFactories())).println();" is 126.
2.1.0,org.apache.sshd.cli.client,ClientCommandExecutor,executeCommand,Long Statement,The length of the statement "appendInfoValue(stdout`SignatureFactory.class.getSimpleName()`NamedResource.getNames(manager.getSignatureFactories())).println();" is 129.
2.1.0,org.apache.sshd.cli.client,ClientCommandExecutor,executeCommand,Long Statement,The length of the statement "appendInfoValue(stdout`CompressionFactory.class.getSimpleName()`NamedResource.getNames(manager.getCompressionFactories())).println();" is 133.
2.1.0,org.apache.sshd.cli.client,ClientCommandExecutor,executeCommand,Long Statement,The length of the statement "appendInfoValue(stdout`ChannelFactory.class.getSimpleName()`NamedResource.getNames(manager.getChannelFactories())).println();" is 125.
2.1.0,org.apache.sshd.cli.client,ClientCommandExecutor,executeCommand,Long Statement,The length of the statement "appendInfoValue(stdout`ServiceFactory.class.getSimpleName()`NamedResource.getNames(manager.getServiceFactories())).println();" is 125.
2.1.0,org.apache.sshd.cli.client,LsCommandExecutor,executeCommand,Magic Number,The method contains a magic number: 2
2.1.0,org.apache.sshd.cli.client,RmCommandExecutor,executeCommand,Magic Number,The method contains a magic number: 2
2.1.0,org.apache.sshd.cli.client,RmCommandExecutor,executeCommand,Magic Number,The method contains a magic number: 2
2.1.0,org.apache.sshd.cli.client,RmCommandExecutor,executeCommand,Missing default,The following switch statement is missing a default case: switch (ch) {
2.1.0,org.apache.sshd.cli.client,RmCommandExecutor,removeRecursive,Long Parameter List,The method has 5 parameters. 
2.1.0,org.apache.sshd.cli.client,RenameCommandExecutor,executeCommand,Magic Number,The method contains a magic number: 2
2.1.0,org.apache.sshd.cli.client,TransferCommandExecutor,createDirectories,Long Statement,The length of the statement "ValidateUtils.checkTrue(status == SftpConstants.SSH_FX_NO_SUCH_FILE`"Failed to get status of %s: %s"`remotePath`e.getMessage());" is 128.
2.1.0,org.apache.sshd.cli.client,TransferCommandExecutor,transferFile,Long Parameter List,The method has 6 parameters. 
2.1.0,org.apache.sshd.cli.client,TransferCommandExecutor,transferFile,Long Statement,The length of the statement "try (InputStream input=upload ? Files.newInputStream(localPath) : sftp.read(remotePath);OutputStream output=upload ? sftp.write(remotePath) : Files.newOutputStream(localPath)){" is 176.
2.1.0,org.apache.sshd.cli.client,TransferCommandExecutor,transferFile,Long Statement,The length of the statement "stdout.append('\t').append("Copied ").append(upload ? localPath.toString() : remotePath).append(" to ").println(upload ? remotePath : localPath.toString());" is 156.
2.1.0,org.apache.sshd.cli.client,TransferCommandExecutor,transferRemoteDir,Long Parameter List,The method has 6 parameters. 
2.1.0,org.apache.sshd.cli.client,TransferCommandExecutor,transferLocalDir,Long Parameter List,The method has 5 parameters. 
2.1.0,org.apache.sshd.cli.client,TransferCommandExecutor,executeCommand,Complex Method,Cyclomatic complexity of the method is 9
2.1.0,org.apache.sshd.cli.client,TransferCommandExecutor,executeCommand,Magic Number,The method contains a magic number: 3
2.1.0,org.apache.sshd.cli.client,TransferCommandExecutor,executeCommand,Magic Number,The method contains a magic number: 2
2.1.0,org.apache.sshd.cli.client,TransferCommandExecutor,executeCommand,Missing default,The following switch statement is missing a default case: switch (ch) {
2.1.0,org.apache.sshd.cli.client,SshClientCliSupport,isArgumentedOption,Long Statement,The length of the statement "return portOption.equals(argName) || "-io".equals(argName) || "-i".equals(argName)|| "-o".equals(argName)|| "-l".equals(argName)|| "-w".equals(argName)|| "-c".equals(argName)|| "-m".equals(argName)|| "-E".equals(argName);" is 221.
2.1.0,org.apache.sshd.cli.client,SshClientCliSupport,setupClientSession,Complex Method,Cyclomatic complexity of the method is 31
2.1.0,org.apache.sshd.cli.client,SshClientCliSupport,setupClientSession,Long Method,The method has 144 lines of code.
2.1.0,org.apache.sshd.cli.client,SshClientCliSupport,setupClientSession,Long Parameter List,The method has 5 parameters. 
2.1.0,org.apache.sshd.cli.client,SshClientCliSupport,setupClientSession,Long Statement,The length of the statement "compressions=setupCompressions(argName`GenericUtils.join(Arrays.asList(BuiltinCompressions.Constants.ZLIB`BuiltinCompressions.Constants.DELAYED_ZLIB)`'`')`compressions`stderr);" is 176.
2.1.0,org.apache.sshd.cli.client,SshClientCliSupport,setupClient,Complex Method,Cyclomatic complexity of the method is 11
2.1.0,org.apache.sshd.cli.client,SshClientCliSupport,setupClient,Long Parameter List,The method has 9 parameters. 
2.1.0,org.apache.sshd.cli.client,SshClientCliSupport,setupSessionIdentities,Long Parameter List,The method has 5 parameters. 
2.1.0,org.apache.sshd.cli.client,SshClientCliSupport,setupSessionUserInteraction,Long Statement,The length of the statement "@Override public String[] interactive( ClientSession clientSession` String name` String instruction` String lang` String[] prompt` boolean[] echo){" is 147.
2.1.0,org.apache.sshd.cli.client,SshClientCliSupport,interactive,Long Parameter List,The method has 6 parameters. 
2.1.0,org.apache.sshd.cli.client,SshClientCliSupport,setupServerKeyVerifier,Long Parameter List,The method has 5 parameters. 
2.1.0,org.apache.sshd.cli.client,SshClientCliSupport,setupServerKeyVerifier,Long Statement,The length of the statement "((KnownHostsServerKeyVerifier)current).setModifiedServerKeyAcceptor((clientSession`remoteAddress`entry`expected`actual) -> {" is 124.
2.1.0,org.apache.sshd.cli.client,SshClientCliSupport,setupServerKeyVerifier,Long Statement,The length of the statement "stderr.append("Mismatched keys presented by ").append(Objects.toString(remoteAddress)).append(" for entry=").println(entry);" is 124.
2.1.0,org.apache.sshd.cli.client,SshClientCliSupport,setupServerKeyVerifier,Long Statement,The length of the statement "stderr.append('\t').append("Expected=").append(KeyUtils.getKeyType(expected)).append('-').println(KeyUtils.getFingerPrint(expected));" is 133.
2.1.0,org.apache.sshd.cli.client,SshClientCliSupport,setupServerKeyVerifier,Long Statement,The length of the statement "stderr.append('\t').append("Actual=").append(KeyUtils.getKeyType(actual)).append('-').println(KeyUtils.getFingerPrint(actual));" is 127.
2.1.0,org.apache.sshd.cli.client,SshClientCliSupport,setupMacs,Long Statement,The length of the statement "return GenericUtils.isEmpty(argVal) ? Collections.emptyList() : setupMacs(ConfigFileReaderSupport.MACS_CONFIG_PROP`argVal`null`stderr);" is 135.
2.1.0,org.apache.sshd.cli.client,SshClientCliSupport,setupCiphers,Long Statement,The length of the statement "return GenericUtils.isEmpty(argVal) ? Collections.emptyList() : setupCiphers(ConfigFileReaderSupport.CIPHERS_CONFIG_PROP`argVal`null`stderr);" is 141.
2.1.0,org.apache.sshd.cli.client,SshClientCliSupport,setupLogging,Long Statement,The length of the statement "return String.format("%1$tY-%1$tm-%1$td: %2$-7.7s: %3$-32.32s: %4$s%5$s%n"`new Date(record.getMillis())`record.getLevel().getName()`record.getLoggerName()`message`throwable);" is 174.
2.1.0,org.apache.sshd.cli.client,SshClientCliSupport,format,Long Statement,The length of the statement "return String.format("%1$tY-%1$tm-%1$td: %2$-7.7s: %3$-32.32s: %4$s%5$s%n"`new Date(record.getMillis())`record.getLevel().getName()`record.getLoggerName()`message`throwable);" is 174.
2.1.0,org.apache.sshd.cli.client,SshClientMain,main,Complex Conditional,The conditional expression GenericUtils.isEmpty(command) && ("-v".equals(argName) || "-vv".equals(argName) || "-vvv".equals(argName)) is complex.
2.1.0,org.apache.sshd.cli.client,SshClientMain,main,Complex Conditional,The conditional expression logStream != null && logStream != stdout && logStream != stderr is complex.
2.1.0,org.apache.sshd.cli.client,SshClientMain,main,Complex Method,Cyclomatic complexity of the method is 20
2.1.0,org.apache.sshd.cli.client,SshClientMain,main,Long Method,The method has 119 lines of code.
2.1.0,org.apache.sshd.cli.client,SshClientMain,main,Long Statement,The length of the statement "try (BufferedReader stdin=new BufferedReader(new InputStreamReader(new NoCloseInputStream(System.in)`Charset.defaultCharset()))){" is 129.
2.1.0,org.apache.sshd.cli.client,SshClientMain,main,Long Statement,The length of the statement "System.err.println("usage: ssh [-A|-a] [-v[v][v]] [-E logoutputfile] [-D socksPort]" + " [-l login] [" + SSH_CLIENT_PORT_OPTION + " port] [-o option=value]"+ " [-w password] [-c cipherslist] [-m maclist] [-C]"+ " hostname/user@host [command]");" is 244.
2.1.0,org.apache.sshd.cli.client,SshClientMain,main,Long Statement,The length of the statement "try (OutputStream channelOut=new NoCloseOutputStream(System.out);OutputStream channelErr=new NoCloseOutputStream(System.err)){" is 126.
2.1.0,org.apache.sshd.cli.client,SshKeyScanMain,log,Complex Conditional,The conditional expression (t != null) || Level.SEVERE.equals(level) || Level.WARNING.equals(level) is complex.
2.1.0,org.apache.sshd.cli.client,SshKeyScanMain,call,Complex Method,Cyclomatic complexity of the method is 15
2.1.0,org.apache.sshd.cli.client,SshKeyScanMain,call,Long Statement,The length of the statement "@Override public String[] interactive( ClientSession session` String name` String instruction` String lang` String[] prompt` boolean[] echo){" is 141.
2.1.0,org.apache.sshd.cli.client,SshKeyScanMain,interactive,Long Parameter List,The method has 6 parameters. 
2.1.0,org.apache.sshd.cli.client,SshKeyScanMain,resolveServerKeys,Long Statement,The length of the statement "throw new ConnectException("Failed to connect to " + host + ":"+ connectPort+ " within "+ waitTime+ " msec."+ " to retrieve key type="+ kt);" is 140.
2.1.0,org.apache.sshd.cli.client,SshKeyScanMain,sessionNegotiationEnd,Long Parameter List,The method has 5 parameters. 
2.1.0,org.apache.sshd.cli.client,SshKeyScanMain,writeServerKey,Magic Number,The method contains a magic number: 256
2.1.0,org.apache.sshd.cli.client,SshKeyScanMain,resolveSignatureFactories,Complex Method,Cyclomatic complexity of the method is 8
2.1.0,org.apache.sshd.cli.client,SshKeyScanMain,createKeyPairs,Complex Method,Cyclomatic complexity of the method is 10
2.1.0,org.apache.sshd.cli.client,SshKeyScanMain,createKeyPairs,Magic Number,The method contains a magic number: 1024
2.1.0,org.apache.sshd.cli.client,SshKeyScanMain,createKeyPairs,Magic Number,The method contains a magic number: 512
2.1.0,org.apache.sshd.cli.client,SshKeyScanMain,parseCommandLineArguments,Complex Method,Cyclomatic complexity of the method is 10
2.1.0,org.apache.sshd.cli.client,SshKeyScanMain,parseCommandLineArguments,Magic Number,The method contains a magic number: 0xFFFF
2.1.0,org.apache.sshd.cli.client,SshKeyScanMain,setInputStream,Magic Number,The method contains a magic number: 32
2.1.0,org.apache.sshd.cli.client,ChannelExecMain,main,Long Statement,The length of the statement "try (BufferedReader stdin=new BufferedReader(new InputStreamReader(new NoCloseInputStream(System.in)`Charset.defaultCharset()))){" is 129.
2.1.0,org.apache.sshd.cli.client,ChannelExecMain,main,Long Statement,The length of the statement "System.err.println("usage: channelExec [-i identity] [-l login] [-P port] [-o option=value]" + " [-w password] [-c cipherlist] [-m maclist] [-C] hostname/user@host");" is 166.
2.1.0,org.apache.sshd.cli,CliSupport,setupIoServiceFactory,Complex Conditional,The conditional expression (level != LogLevelValue.FATAL) && (level != LogLevelValue.ERROR) && (level != LogLevelValue.INFO) is complex.
2.1.0,org.apache.sshd.cli,CliSupport,setupIoServiceFactory,Long Parameter List,The method has 5 parameters. 
2.1.0,org.apache.sshd.cli,CliSupport,setupIoServiceFactory,Long Statement,The length of the statement "String levelValue=(options == null) ? null : Objects.toString(options.get(ConfigFileReaderSupport.LOG_LEVEL_CONFIG_PROP)`null);" is 127.
2.1.0,org.apache.sshd.cli,CliSupport,setupIoServiceFactory,Long Statement,The length of the statement "throw new IllegalArgumentException("Unknown " + ConfigFileReaderSupport.LOG_LEVEL_CONFIG_PROP + " option value: "+ levelValue);" is 127.
2.1.0,org.apache.sshd.cli,CliSupport,setupIoServiceFactory,Long Statement,The length of the statement "@Override public void connectionEstablished( IoConnector connector` SocketAddress local` SocketAddress remote) throws IOException {" is 131.
2.1.0,org.apache.sshd.cli,CliSupport,setupIoServiceFactory,Long Statement,The length of the statement "out.append("Connection established via ").append(Objects.toString(connector)).append("- local=").append(Objects.toString(local)).append("` remote=").append(Objects.toString(remote)).println();" is 192.
2.1.0,org.apache.sshd.cli,CliSupport,setupIoServiceFactory,Long Statement,The length of the statement "@Override public void abortEstablishedConnection( IoConnector connector` SocketAddress local` SocketAddress remote` Throwable reason) throws IOException {" is 154.
2.1.0,org.apache.sshd.cli,CliSupport,setupIoServiceFactory,Long Statement,The length of the statement "out.append("Abort established connection ").append(Objects.toString(connector)).append(" - local=").append(Objects.toString(local)).append("` remote=").append(Objects.toString(remote)).append(": (").append(reason.getClass().getSimpleName()).append(')').append(" ").println(reason.getMessage());" is 294.
2.1.0,org.apache.sshd.cli,CliSupport,setupIoServiceFactory,Long Statement,The length of the statement "@Override public void connectionAccepted( IoAcceptor acceptor` SocketAddress local` SocketAddress remote) throws IOException {" is 126.
2.1.0,org.apache.sshd.cli,CliSupport,setupIoServiceFactory,Long Statement,The length of the statement "out.append("Connection accepted via ").append(Objects.toString(acceptor)).append(" - local=").append(Objects.toString(local)).append("` remote=").append(Objects.toString(remote)).println();" is 189.
2.1.0,org.apache.sshd.cli,CliSupport,setupIoServiceFactory,Long Statement,The length of the statement "@Override public void abortAcceptedConnection( IoAcceptor acceptor` SocketAddress local` SocketAddress remote` Throwable reason) throws IOException {" is 149.
2.1.0,org.apache.sshd.cli,CliSupport,setupIoServiceFactory,Long Statement,The length of the statement "out.append("Abort accepted connection ").append(Objects.toString(acceptor)).append(" - local=").append(Objects.toString(local)).append("` remote=").append(Objects.toString(remote)).append(": (").append(reason.getClass().getSimpleName()).append(')').append(" ").println(reason.getMessage());" is 290.
2.1.0,org.apache.sshd.cli,CliSupport,connectionEstablished,Long Statement,The length of the statement "out.append("Connection established via ").append(Objects.toString(connector)).append("- local=").append(Objects.toString(local)).append("` remote=").append(Objects.toString(remote)).println();" is 192.
2.1.0,org.apache.sshd.cli,CliSupport,abortEstablishedConnection,Long Statement,The length of the statement "out.append("Abort established connection ").append(Objects.toString(connector)).append(" - local=").append(Objects.toString(local)).append("` remote=").append(Objects.toString(remote)).append(": (").append(reason.getClass().getSimpleName()).append(')').append(" ").println(reason.getMessage());" is 294.
2.1.0,org.apache.sshd.cli,CliSupport,connectionAccepted,Long Statement,The length of the statement "out.append("Connection accepted via ").append(Objects.toString(acceptor)).append(" - local=").append(Objects.toString(local)).append("` remote=").append(Objects.toString(remote)).println();" is 189.
2.1.0,org.apache.sshd.cli,CliSupport,abortAcceptedConnection,Long Statement,The length of the statement "out.append("Abort accepted connection ").append(Objects.toString(acceptor)).append(" - local=").append(Objects.toString(local)).append("` remote=").append(Objects.toString(remote)).append(": (").append(reason.getClass().getSimpleName()).append(')').append(" ").println(reason.getMessage());" is 290.
2.1.0,org.apache.sshd.cli.server,SshServerCliSupport,resolveServerKeys,Complex Method,Cyclomatic complexity of the method is 8
2.1.0,org.apache.sshd.cli.server,SshServerCliSupport,resolveServerKeys,Long Statement,The length of the statement "List<KeyPair> keys=ValidateUtils.checkNotNullAndNotEmpty(hostKeyProvider.loadKeys()`"Failed to load keys from %s"`hostKeyFile);" is 127.
2.1.0,org.apache.sshd.cli.server,SshServerCliSupport,resolveServerKeys,Long Statement,The length of the statement "stderr.append("Failed (").append(e.getClass().getSimpleName()).append(')').append(" to load host key file=").append(keyFilePath).append(": ").println(e.getMessage());" is 166.
2.1.0,org.apache.sshd.cli.server,SshServerCliSupport,resolveServerSubsystems,Long Statement,The length of the statement "stderr.append("Failed (").append(e.getClass().getSimpleName()).append(')').append(" to instantiate subsystem=").append(fqcn).append(": ").println(e.getMessage());" is 162.
2.1.0,org.apache.sshd.cli.server,SshServerCliSupport,resolveServerSubsystems,Long Statement,The length of the statement "Collection<String> preferredNames=(!havePreferences) ? Collections.emptySet() : Stream.of(GenericUtils.split(nameList`'`')).collect(Collectors.toCollection(() -> new TreeSet<>(String.CASE_INSENSITIVE_ORDER)));" is 209.
2.1.0,org.apache.sshd.cli.server,SshServerCliSupport,resolveShellFactory,Long Statement,The length of the statement "stderr.append("Failed (").append(e.getClass().getSimpleName()).append(')').append(" to instantiate shell factory=").append(factory).append(": ").println(e.getMessage());" is 169.
2.1.0,org.apache.sshd.cli.server,SshServerMain,main,Complex Method,Cyclomatic complexity of the method is 24
2.1.0,org.apache.sshd.cli.server,SshServerMain,main,Long Method,The method has 128 lines of code.
2.1.0,org.apache.sshd.cli.server,SshServerMain,main,Long Statement,The length of the statement "System.err.println("usage: sshd [-p port] [-io mina|nio2|netty] [-key-type RSA|DSA|EC] [-key-size NNNN] [-key-file <path>] [-o option=value]");" is 143.
2.1.0,org.apache.sshd.cli.server,SshServerMain,main,Magic Number,The method contains a magic number: 8000
2.1.0,org.apache.sshd.cli.server,SshFsMounter,destroy,Long Statement,The length of the statement "log.warn("destroy(" + username + ")["+ command+ "] failed ("+ e.getClass().getSimpleName()+ ") to close stdin: "+ e.getMessage());" is 130.
2.1.0,org.apache.sshd.cli.server,SshFsMounter,main,Complex Method,Cyclomatic complexity of the method is 15
2.1.0,org.apache.sshd.cli.server,SshFsMounter,main,Long Statement,The length of the statement "SshServer sshd=error ? null : setupIoServiceFactory(CoreTestSupportUtils.setupTestServer(SshFsMounter.class)`options`System.out`System.err`args);" is 145.
2.1.0,org.apache.sshd.cli.server,SshFsMounter,main,Long Statement,The length of the statement "File targetFolder=Objects.requireNonNull(CommonTestSupportUtils.detectTargetFolder(MounterCommandFactory.class)`"Failed to detect target folder");" is 146.
2.1.0,org.apache.sshd.cli.server,MounterCommand,destroy,Long Statement,The length of the statement "log.warn("destroy(" + username + ")["+ command+ "] failed ("+ e.getClass().getSimpleName()+ ") to close stdin: "+ e.getMessage());" is 130.
2.1.0,org.apache.sshd.client.auth,BuiltinUserAuthFactoriesTest,testAllConstantsCovered,Complex Conditional,The conditional expression (!Modifier.isStatic(mods)) || (!Modifier.isFinal(mods)) || (!Modifier.isPublic(mods)) is complex.
2.1.0,org.apache.sshd.client.auth.hostbased,HostKeyIdentityProvider,wrap,Long Statement,The length of the statement "return () -> GenericUtils.wrapIterable(pairs`kp -> new SimpleImmutableEntry<>(kp`Collections.<X509Certificate>emptyList()));" is 124.
2.1.0,org.apache.sshd.client.auth.hostbased,UserAuthHostBased,sendAuthDataRequest,Long Statement,The length of the statement "log.trace("sendAuthDataRequest({})[{}][{}] current key details: type={}` fingerprint={}"`session`service`name`keyType`KeyUtils.getFingerPrint(pub));" is 148.
2.1.0,org.apache.sshd.client.auth.hostbased,UserAuthHostBased,sendAuthDataRequest,Long Statement,The length of the statement "Collection<NamedFactory<Signature>> factories=ValidateUtils.checkNotNullAndNotEmpty(SignatureFactoriesManager.resolveSignatureFactories(this`session)`"No signature factories for session=%s"`session);" is 199.
