Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgumentInfo,getArgForField,Long Statement,The length of the statement "Preconditions.checkArgument(Modifier.isStatic(field.getModifiers()) || instance.isPresent()`"Non-static argument fields are not supported` found " + field);" is 156.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgumentInfo,ArgumentInfo,Long Parameter List,The method has 8 parameters. 
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,OptionInfo,createFromField,Long Statement,The length of the statement "checkArgument(ARG_NAME_PATTERN.matcher(name).matches()`String.format("Argument name '%s' does not match required pattern %s"`name`ARG_NAME_RE));" is 144.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,OptionInfo,createFromField,Long Statement,The length of the statement "@SuppressWarnings({"unchecked"`"rawtypes"}) OptionInfo<?> optionInfo=new OptionInfo(canonicalizer`name`getCmdLineHelp(cmdLine)`cmdLine.argFile()`getArgForField(field`Optional.fromNullable(instance))`TypeUtil.getTypeParamTypeToken(field)`Arrays.asList(field.getAnnotations())`cmdLine.parser());" is 293.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,OptionInfo,OptionInfo,Long Parameter List,The method has 8 parameters. 
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,OptionInfo,load,Complex Conditional,The conditional expression argFile() && !Strings.isNullOrEmpty(value) && value.startsWith(ARG_FILE_INDICATOR) is complex.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,OptionInfo,getArgFileContent,Long Statement,The length of the statement "throw new IllegalArgumentException(String.format("Unable to read argument '%s' value from file '%s'."`optionName`argFilePath)`e);" is 129.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,Parsers,fromConfiguration,Long Statement,The length of the statement "Map<Class<?>`Parser<?>> parsers=Maps.transformValues(Maps.uniqueIndex(configuration.parserInfo()`INFO_TO_PARSED_TYPE)`INFO_TO_PARSER);" is 134.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,PositionalInfo,createFromField,Long Statement,The length of the statement "Preconditions.checkArgument(TypeUtil.getRawType(TypeUtil.getTypeParam(field)) == List.class`"Field is annotated for positional parsing but is not of Arg<List<?>> type");" is 169.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,PositionalInfo,createFromField,Long Statement,The length of the statement "@SuppressWarnings({"unchecked"`"rawtypes"}) PositionalInfo<?> positionalInfo=new PositionalInfo(field.getDeclaringClass().getCanonicalName() + "." + field.getName()`"[positional args]"`positional.help()`ArgumentInfo.getArgForField(field`Optional.fromNullable(instance))`TypeUtil.getTypeParamTypeToken(field)`TypeToken.of(nestedType)`Arrays.asList(field.getAnnotations())`positional.parser());" is 392.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,PositionalInfo,PositionalInfo,Long Parameter List,The method has 8 parameters. 
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,Verifiers,get,Long Statement,The length of the statement "if (entry.getKey().getSecond() == constraint.annotationType() && entry.getKey().getFirst().isAssignableFrom(type.getRawType())) {" is 129.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,Verifiers,fromConfiguration,Long Statement,The length of the statement "registry.put(Pair.<Class<?>`Class<? extends Annotation>>of(verifiedType`verifyingAnnotation)`verifierClass.newInstance());" is 122.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgFiltersTest,testAllPackagesUnderHere,Long Statement,The length of the statement "testFilter(ArgFilters.selectAllPackagesUnderHere(ArgsRoot.class.getPackage())`fieldInfo(ArgsRoot.class`"ARGS_ROOT")`fieldInfo(ArgsA.class`"ARGS_A")`fieldInfo(ArgsB.class`"ARGS_B")`fieldInfo(ArgsA1.class`"ARGS_A1")`fieldInfo(ArgsBWithSuffix.class`"ARGS_B_WITH_SUFFIX"));" is 269.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgFiltersTest,testClass,Long Statement,The length of the statement "testFilter(ArgFilters.selectClass(ArgFiltersTest.class)`fieldInfo(ArgFiltersTest.class`"A")`fieldInfo(ArgFiltersTest.class`"B"));" is 129.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgFiltersTest,testClasses,Long Statement,The length of the statement "testFilter(ArgFilters.selectClasses(ArgFiltersTest.class`ArgsA.class)`fieldInfo(ArgFiltersTest.class`"A")`fieldInfo(ArgFiltersTest.class`"B")`fieldInfo(ArgsA.class`"ARGS_A"));" is 175.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgFiltersTest,testFilter,Long Statement,The length of the statement "assertEquals(ImmutableSet.copyOf(expected)`ImmutableSet.copyOf(Iterables.filter(Configuration.load().optionInfo()`Predicates.compose(fieldFilter`Args.TO_FIELD))));" is 163.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testStandardArgs,Long Method,The method has 107 lines of code.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testStandardArgs,Long Statement,The length of the statement "assertEquals(ImmutableList.builder().add(Amount.of(60L`Time.SECONDS)).add(Amount.of(2L`Time.SECONDS)).build()`StandardArgs.POSITIONAL.get());" is 141.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testStandardArgs,Magic Number,The method contains a magic number: 10
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testStandardArgs,Magic Number,The method contains a magic number: 10
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testStandardArgs,Magic Number,The method contains a magic number: 10
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testStandardArgs,Magic Number,The method contains a magic number: 10L
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testStandardArgs,Magic Number,The method contains a magic number: 10f
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testStandardArgs,Magic Number,The method contains a magic number: 10d
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testStandardArgs,Magic Number,The method contains a magic number: 100L
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testStandardArgs,Magic Number,The method contains a magic number: 5
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testStandardArgs,Magic Number,The method contains a magic number: 60L
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testStandardArgs,Magic Number,The method contains a magic number: 2L
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 10
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 10
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 10
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 10L
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 10f
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 10d
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 100L
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 5
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,doParse,Magic Number,The method contains a magic number: 42L
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCustomArgs,Magic Number,The method contains a magic number: 42L
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 42L
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 3
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 4
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 3
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 4
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 3
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 4
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 5
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 6
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 7
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 8
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 3
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 4
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 3
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 4
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 10
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 20
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testCollectionArgs,Magic Number,The method contains a magic number: 42L
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 3
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 4
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 3
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 4
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 3
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 4
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 5
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 6
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 7
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 8
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 3
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 4
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 3
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 4
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 10
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 20
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 42L
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testEnforcesConstraints,Magic Number,The method contains a magic number: 10.5f
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,execute,Magic Number,The method contains a magic number: 10.5f
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testJoinKeysToValues,Long Statement,The length of the statement "assertThat(ArgScanner.joinKeysToValues(Arrays.asList("-a='b'"`"-c"`"-d"`"'e'"))`is(Arrays.asList("-a='b'"`"-c"`"-d='e'")));" is 123.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testJoinKeysToValues,Long Statement,The length of the statement "assertThat(ArgScanner.joinKeysToValues(Arrays.asList("-a=-b"`"c"`"-d"`"\"e\""))`is(Arrays.asList("-a=-b"`"c"`"-d=\"e\"")));" is 123.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testMultiplePositionalsFails,Empty catch clause,The method has an empty catch block.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testMultiplePositionalsFails,Empty catch clause,The method has an empty catch block.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,testMultiplePositionalsFails,Long Statement,The length of the statement "assertEquals(ImmutableList.of(ImmutableList.of("jack"`"jill")`ImmutableList.of("laurel"`"hardy"))`ImmutableList.copyOf(Main2.ROSTERS.get()));" is 141.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgScannerTest,test,Long Parameter List,The method has 5 parameters. 
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,Monty,doParse,Magic Number,The method contains a magic number: 42L
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgsTest,testMixed,Long Statement,The length of the statement "new ArgScanner().parse(Args.from(ArgFilters.selectClass(App.class)`app)`ImmutableList.of("-name=bob"`"-db=fred"`"1"`"137"));" is 124.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgsTest,testMixed,Magic Number,The method contains a magic number: 137
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgsTest,testReentrance,Magic Number,The method contains a magic number: 0.5
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgsTest,testReentrance,Magic Number,The method contains a magic number: 0.00001
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgsTest,testReentrance,Magic Number,The method contains a magic number: 0.00729
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ArgsTest,testReentrance,Magic Number,The method contains a magic number: 0.00001
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,OptionInfoTest,testArgumentFilesArgFileFormatFileNotExist,Long Statement,The length of the statement "new ArgScanner().parse(Args.from(ArgFilters.selectClass(App.class)`app)`ImmutableList.of("-files=@file_does_not_exist.txt"));" is 125.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,OptionInfoTest,testArgumentFilesArgFileFormat,Long Statement,The length of the statement "new ArgScanner().parse(Args.from(ArgFilters.selectClass(App.class)`app)`ImmutableList.of("-files=@" + argfile.getCanonicalPath()));" is 131.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ParsersTest,setUp,Long Statement,The length of the statement "defaultParsers=new Parsers(ImmutableMap.<Class<?>`Parser<?>>of(String.class`new StringParser()`Pair.class`new PairParser()));" is 125.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ParsersTest,testNonPublicParsers,Long Statement,The length of the statement "@SuppressWarnings("unchecked") Parser<Integer> parser=(Parser<Integer>)Parsers.INFO_TO_PARSER.apply(new ParserInfo(Integer.class.getName()`StringParser.class.getName()));" is 170.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,ParsersTest,testNonPublicParsers,Magic Number,The method contains a magic number: 42
attic-aurora-rel-0.10.0,org.apache.aurora.common.args,Arg,get,Long Statement,The length of the statement "Preconditions.checkState(valueApplied || hasDefault`"A value may only be retrieved from a variable that has a default or has been set.");" is 137.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args.constraints,RangeNumberVerifier,verify,Long Statement,The length of the statement "checkArgument(dblValue >= range.lower() && dblValue <= range.upper()`String.format("Value must be in range [%f` %f]"`range.lower()`range.upper()));" is 147.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args.constraints,RangeNumberVerifier,toString,Complex Conditional,The conditional expression Float.class.isAssignableFrom(argType) || Double.class.isAssignableFrom(argType) || BigDecimal.class.isAssignableFrom(argType) is complex.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args.constraints,RangeNumberVerifier,toString,Long Statement,The length of the statement "if (Float.class.isAssignableFrom(argType) || Double.class.isAssignableFrom(argType) || BigDecimal.class.isAssignableFrom(argType)) {" is 132.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args.parsers,AmountParser,AmountParser,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.args.parsers,AmountParser,doParse,Long Statement,The length of the statement "checkArgument(unit.getClass() == unitType`String.format("Unit type (%s) does not match argument type (%s)."`unit.getClass()`unitType));" is 135.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args.parsers,AmountParser,doParse,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.args.parsers,DurationParser,DurationParser,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.args.parsers,DurationParser,doParse,Long Statement,The length of the statement "Preconditions.checkArgument(secondParamClass == Time.class`String.format("Expected %s for " + "second type parameter` but got got %s"`Time.class.getName()`secondParamClass));" is 174.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args.parsers,DurationParser,parse,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.args.parsers,MapParser,MapParser,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.args.parsers,MapParser,doParse,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.args.parsers,PairParser,PairParser,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.args.parsers,PairParser,doParse,Long Statement,The length of the statement "return Pair.of(leftParser.parse(parserOracle`leftType`parts.get(0))`rightParser.parse(parserOracle`rightType`parts.get(1)));" is 124.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args.parsers,PairParser,doParse,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.args.parsers,RangeParser,doParse,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.args.parsers,TypeParameterizedParser,parse,Long Statement,The length of the statement "checkArgument(typeParams.size() == typeParamCount`String.format("Expected %d type parameters for %s but got %d"`typeParamCount`type`typeParams.size()));" is 152.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args.parsers,UnitParser,UnitParser,Long Statement,The length of the statement "unitValues=Maps.uniqueIndex(ImmutableList.<Unit<?>>builder().add(Time.values()).add(Data.values()).build()`Functions.toStringFunction());" is 137.
attic-aurora-rel-0.10.0,org.apache.aurora.common.args.parsers,UnitParser,doParse,Long Statement,The length of the statement "checkArgument(unit != null`String.format("No Units found matching %s` options: (Time): %s` (Data): %s"`raw`EnumSet.allOf(Time.class)`EnumSet.allOf(Data.class)));" is 161.
attic-aurora-rel-0.10.0,org.apache.aurora.common.base,ClosuresTest,testCombine,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.base,ClosuresTest,testCombine,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.base,ClosuresTest,testCombine,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.base,ClosuresTest,testCombineOneThrows,Empty catch clause,The method has an empty catch block.
attic-aurora-rel-0.10.0,org.apache.aurora.common.base,ClosuresTest,testCombineOneThrows,Empty catch clause,The method has an empty catch block.
attic-aurora-rel-0.10.0,org.apache.aurora.common.base,ClosuresTest,testCombineOneThrows,Empty catch clause,The method has an empty catch block.
attic-aurora-rel-0.10.0,org.apache.aurora.common.base,ClosuresTest,testCombineOneThrows,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.base,ClosuresTest,testCombineOneThrows,Magic Number,The method contains a magic number: 2
attic-aurora-rel-0.10.0,org.apache.aurora.common.base,ClosuresTest,testCombineOneThrows,Magic Number,The method contains a magic number: 3
attic-aurora-rel-0.10.0,org.apache.aurora.common.base,ClosuresTest,testCombineOneThrows,Magic Number,The method contains a magic number: 3
